name,mana_value,color_identity,types,subtypes,set,year,rarity
Gluttonous Slime,3.0,G,Creature,Ooze,con,2009,2
Sea Monster,6.0,U,Creature,Serpent,tmp,1997,1
Tangle Tumbler,3.0,,Artifact,Vehicle,blb,2024,2
Fear of Lost Teeth,1.0,B,"Enchantment,Creature",Nightmare,dsk,2024,1
Sword Dancer,2.0,W,Creature,"Human,Rebel",pcy,2000,2
Hideous Visage,3.0,B,Sorcery,,m12,2011,1
Hellspur Posse Boss,4.0,R,Creature,"Lizard,Rogue",otj,2024,3
Thriving Isle,0.0,U,Land,,jmp,2020,1
Shire Terrace,0.0,,Land,,ltr,2023,1
Seraph of the Scales,4.0,"B,W",Creature,Angel,prna,2019,4
Words of War,3.0,R,Enchantment,,ons,2002,3
War-Torch Goblin,1.0,R,Creature,"Goblin,Warrior",rav,2005,1
Wheel of Fortune,3.0,R,Sorcery,,lea,1993,3
Tigereye Cameo,3.0,"G,W",Artifact,,inv,2000,2
Dragonologist,3.0,U,Creature,"Human,Wizard",ptdm,2025,3
Unbounded Potential,2.0,W,Instant,,mh2,2021,1
Kodama of the East Tree,6.0,G,"Legendary,Creature",Spirit,cmr,2020,3
Impede Momentum,2.0,U,Sorcery,,dmu,2022,1
Honest Rutstein,3.0,"B,G","Legendary,Creature","Human,Warlock",otj,2024,2
"Kasla, the Broken Halo",6.0,"R,U,W","Legendary,Creature","Angel,Ally",moc,2023,4
"Merry, Esquire of Rohan",2.0,"R,W","Legendary,Creature","Halfling,Knight",ltr,2023,3
Containment Construct,2.0,,"Artifact,Creature",Construct,neo,2022,2
"Tamiyo, Field Researcher",4.0,"G,U,W","Legendary,Planeswalker",Tamiyo,pemn,2016,4
"Glacian, Powerstone Engineer",6.0,U,"Legendary,Creature","Human,Artificer",cmr,2020,2
Strength in Numbers,2.0,G,Instant,,psal,2005,1
Graf Mole,3.0,G,Creature,"Mole,Beast",soi,2016,2
"Wernog, Rider's Chaplain",2.0,"B,W","Legendary,Creature",Human,sld,2021,3
Onward // Victory,6.0,"R,W","Instant,//,Sorcery",,akh,2017,2
Sweltering Suns,3.0,R,Sorcery,,pakh,2017,3
"Momir Vig, Simic Visionary",5.0,"G,U","Legendary,Creature","Elf,Wizard",dis,2006,3
Knight of Valor,3.0,W,Creature,"Human,Knight",vis,1997,1
V.A.T.S.,4.0,B,Instant,,pip,2024,3
Vein Drinker,6.0,"B,R",Creature,Vampire,ala,2008,3
Tato Farmer,3.0,G,Creature,"Zombie,Mutant,Peasant",pip,2024,3
Thopter Squadron,5.0,,"Artifact,Creature",Thopter,exo,1998,3
Aesthir Glider,3.0,,"Artifact,Creature","Bird,Construct",all,1996,1
Gaea's Cradle,0.0,G,"Legendary,Land",,jgp,1998,3
Volcanic Dragon,6.0,R,Creature,Dragon,mir,1996,3
Frontier Siege,4.0,G,Enchantment,,frf,2015,3
Gimli's Fury,2.0,R,Instant,,ltr,2023,1
Farmer Cotton,2.0,"G,W","Legendary,Creature","Halfling,Peasant",ltc,2023,3
Starved Rusalka,1.0,G,Creature,Spirit,gpt,2006,2
Daybreak Ranger // Nightfall Predator,3.0,"G,R",Creature,"Human,Archer,Ranger,Werewolf,//,Creature,—,Werewolf",isd,2011,3
Aven Flock,5.0,W,Creature,"Bird,Soldier",ody,2001,1
Olivia's Attendants,6.0,R,Creature,Vampire,vow,2021,3
Kamahl's Druidic Vow,2.0,G,"Legendary,Sorcery",,pdom,2018,3
Eerie Ultimatum,7.0,"B,G,W",Sorcery,,piko,2020,3
Scuttlegator,6.0,"G,U",Creature,"Crab,Turtle,Crocodile",rna,2019,1
Voldaren Pariah // Abolisher of Bloodlines,5.0,B,Creature,"Vampire,Horror,//,Creature,—,Eldrazi,Vampire",emn,2016,3
Single Combat,5.0,W,Sorcery,,pwar,2019,3
"Tinybones, Bauble Burglar",2.0,B,"Legendary,Creature","Skeleton,Rogue",fdn,2024,3
Goma Fada Vanguard,2.0,R,Creature,"Human,Warrior",znr,2020,2
Fateful Absence,2.0,W,Instant,,mid,2021,3
Back-Alley Gardener,3.0,"G,R,W",Creature,"Elf,Druid",ysnc,2022,4
Swarmyard,0.0,,Land,,tsp,2006,3
"Karn, the Great Creator",4.0,,"Legendary,Planeswalker",Karn,war,2019,3
Crag Puca,3.0,"R,U",Creature,Shapeshifter,eve,2008,2
Port Razer,5.0,R,Creature,"Orc,Pirate",cmr,2020,4
Shriveling Rot,4.0,B,Instant,,dst,2004,3
Razorkin Needlehead,2.0,R,Creature,"Human,Assassin",dsk,2024,3
Summon: G.F. Ifrit,3.0,R,"Enchantment,Creature","Saga,Demon",fin,2025,1
Hidden Stockpile,2.0,"B,W",Enchantment,,aer,2017,2
"Sigurd, Jarl of Ravensthorpe",3.0,"G,R,W","Legendary,Creature","Human,Warrior",acr,2024,3
Corpseweft,3.0,B,Enchantment,,dtk,2015,3
Wilderness Elemental,3.0,"G,R",Creature,Elemental,csp,2006,2
Recurring Nightmare,3.0,B,Enchantment,,exo,1998,3
Angelic Blessing,3.0,W,Sorcery,,por,1997,1
Summit Apes,4.0,G,Creature,Ape,wwk,2010,2
Wheel of Sun and Moon,2.0,"G,W",Enchantment,Aura,shm,2008,3
"Tocasia, Dig Site Mentor",4.0,"G,U,W","Legendary,Creature","Human,Artificer",bro,2022,3
Defiler of Dreams,5.0,U,Creature,"Phyrexian,Sphinx",dmu,2022,3
Sentinel Tower,4.0,,Artifact,,bbd,2018,3
Kiss of the Amesha,6.0,"U,W",Sorcery,,ala,2008,2
Aeromoeba,4.0,U,Creature,"Elemental,Beast",mh2,2021,1
Font of Fortunes,2.0,U,Enchantment,,jou,2014,1
Carrion Rats,1.0,B,Creature,Rat,tor,2002,1
Elvish Refueler,3.0,G,Creature,"Elf,Druid",dft,2025,2
"Brimaz, King of Oreskos",3.0,W,"Legendary,Creature","Cat,Soldier",bng,2014,4
"Archelos, Lagoon Mystic",4.0,"B,G,U","Legendary,Creature","Turtle,Shaman",cmr,2020,3
Soratami Cloud Chariot,5.0,,Artifact,,sok,2005,2
Shelob's Ambush,1.0,B,Instant,,ltr,2023,1
Yavimaya Wurm,6.0,G,Creature,Wurm,ulg,1999,1
"Indominus Rex, Alpha",5.0,"B,G,U","Legendary,Creature","Dinosaur,Mutant",rex,2023,3
Fury Charm,2.0,R,Instant,,plc,2007,1
Cloudkin Seer,3.0,U,Creature,"Elemental,Wizard",m20,2019,1
Aether Hub,0.0,,Land,,kld,2016,2
Wary Watchdog,2.0,G,Creature,Dog,dsk,2024,1
Valgavoth's Faithful,1.0,B,Creature,"Human,Cleric",dsk,2024,2
Fiend Artisan,2.0,"B,G",Creature,Nightmare,piko,2020,4
Apes of Rath,4.0,G,Creature,Ape,tmp,1997,2
Unstable Amulet,2.0,R,Artifact,,mh3,2024,2
Disallow,3.0,U,Instant,,aer,2017,3
Willbender,2.0,U,Creature,"Human,Wizard",lgn,2003,2
Goblin Rock Sled,2.0,R,Creature,Goblin,drk,1994,1
Storm Spirit,6.0,"G,U,W",Creature,"Elemental,Spirit",ice,1995,3
Elusive Tormentor // Insidious Mist,4.0,"B,U",Creature,"Vampire,Wizard,//,Creature,—,Elemental",psoi,2016,3
Concealing Curtains // Revealing Eye,1.0,B,Creature,"Wall,//,Creature,—,Eye,Horror",vow,2021,3
Pyrokinesis,6.0,R,Instant,,all,1996,2
Perilous Vault,4.0,,Artifact,,m15,2014,4
Brazen Upstart,3.0,"G,R,W",Creature,"Elf,Shaman",snc,2022,2
Borrowed Hostility,1.0,R,Instant,,emn,2016,1
Displacer Kitten,4.0,U,Creature,"Cat,Beast",pclb,2022,3
Invigorated Rampage,2.0,R,Instant,,aer,2017,2
Terrasymbiosis,3.0,G,Enchantment,,eoe,2025,3
Essence Flux,1.0,U,Instant,,soi,2016,2
Nimble Obstructionist,3.0,U,Creature,"Bird,Wizard",hou,2017,3
High Troller,4.0,R,Creature,"Troll,Shaman",cmb1,2019,3
Extirpate,1.0,B,Instant,,plc,2007,3
Disciple of the Vault,1.0,B,Creature,"Human,Cleric",mrd,2003,1
Maraleaf Pixie,2.0,"G,U",Creature,Faerie,eld,2019,2
"Yarok, the Desecrated",5.0,"B,G,U","Legendary,Creature","Elemental,Horror",pm20,2019,4
"Daretti, Ingenious Iconoclast",3.0,"B,R","Legendary,Planeswalker",Daretti,cn2,2016,4
Offering to Asha,4.0,"U,W",Instant,,arb,2009,1
Chronomancer,2.0,B,"Artifact,Creature","Necron,Wizard",40k,2022,3
Flame Javelin,6.0,R,Instant,,shm,2008,2
Price of Fame,4.0,B,Instant,,grn,2018,2
Curse of Chains,2.0,"U,W",Enchantment,Aura,shm,2008,1
Sunken Palace,0.0,U,Land,Cave,m3c,2024,3
Aven Riftwatcher,3.0,W,Creature,"Bird,Rebel,Soldier",plc,2007,1
Porcelain Legionnaire,3.0,W,"Artifact,Creature","Phyrexian,Soldier",nph,2011,1
Viashino Fangtail,4.0,R,Creature,"Lizard,Warrior",rav,2005,1
Dreams of Steel and Oil,1.0,B,Sorcery,,bro,2022,2
"Dennick, Pious Apprentice // Dennick, Pious Apparition",2.0,"U,W","Legendary,Creature","Human,Soldier,//,Legendary,Creature,—,Spirit,Soldier",plst,2020,3
Parhelion II,8.0,W,"Legendary,Artifact",Vehicle,war,2019,3
Setessan Champion,3.0,G,Creature,"Human,Warrior",pthb,2020,3
The Fallen,4.0,B,Creature,Zombie,drk,1994,2
"Adeliz, the Cinder Wind",3.0,"R,U","Legendary,Creature","Human,Wizard",pdom,2018,2
Inferno,7.0,R,Instant,,drk,1994,3
"Venat, Heart of Hydaelyn // Hydaelyn, the Mothercrystal",3.0,W,"Legendary,Creature","Elder,Wizard,//,Legendary,Creature,—,God",fin,2025,3
Gates of Istfell,0.0,"U,W",Land,,khm,2021,2
Allosaurus Rider,7.0,G,Creature,"Elf,Warrior",pcsp,2006,3
The Scorpion God,5.0,"B,R","Legendary,Creature",God,mp2,2017,0
Indatha Triome,0.0,"B,G,W",Land,"Plains,Swamp,Forest",piko,2020,3
Armada Wurm,6.0,"G,W",Creature,Wurm,rtr,2012,4
Famished Paladin,2.0,W,Creature,"Vampire,Knight",rix,2018,2
Visitor from Planet Q,2.0,U,"Instant,Creature",Alien,cmb1,2019,3
Territorial Scythecat,3.0,G,Creature,Cat,znr,2020,1
Gloom Sower,7.0,B,Creature,Horror,m21,2020,1
Delif's Cone,0.0,,Artifact,,fem,1994,1
Palazzo Archers,3.0,G,Creature,"Human,Archer",acr,2024,2
Master of Ceremonies,4.0,W,Creature,"Rhino,Druid",pncc,2022,3
Slippery Scoundrel,3.0,U,Creature,"Human,Pirate",rix,2018,2
Tin Street Cadet,1.0,R,Creature,Goblin,anb,2020,1
Daru Warchief,4.0,W,Creature,"Human,Soldier",scg,2003,2
Dogpile,4.0,R,Instant,,rav,2005,1
Righteous Fury,6.0,W,Sorcery,,p02,1998,3
Armored Armadillo,1.0,W,Creature,Armadillo,otj,2024,1
Lash of the Tyrant,0.0,,"Hero,Artifact",Equipment,thp3,2014,1
"Borrowing 100,000 Arrows",3.0,U,Sorcery,,ptk,1999,2
Flumph,2.0,W,Creature,Jellyfish,afr,2021,3
Expropriate,9.0,U,Sorcery,,cn2,2016,4
Night Market Aeronaut,4.0,B,Creature,"Aetherborn,Warrior",aer,2017,1
Birth of the Imperium,5.0,"B,U,W",Enchantment,Saga,40k,2022,3
Legacy's Allure,2.0,U,Enchantment,,tmp,1997,2
Bloodfire Infusion,3.0,R,Enchantment,Aura,apc,2001,1
Naga Vitalist,2.0,G,Creature,"Snake,Druid",akh,2017,1
Mana Confluence,0.0,,Land,,jou,2014,3
Distract the Hydra,0.0,,Sorcery,,tfth,2013,1
Ostiary Thrull,4.0,"B,W",Creature,Thrull,gpt,2006,1
Golgari Findbroker,4.0,"B,G",Creature,"Elf,Shaman",grn,2018,2
Basri's Lieutenant,4.0,W,Creature,"Human,Knight",m21,2020,3
"Sigarda, Heron's Grace",5.0,"G,W","Legendary,Creature",Angel,psoi,2016,4
Angel of the Ruins,7.0,W,"Artifact,Creature",Angel,c21,2021,3
Wharf Infiltrator,2.0,U,Creature,"Human,Horror",emn,2016,3
Last Chance,2.0,R,Sorcery,,por,1997,3
Surging Sentinels,3.0,W,Creature,"Human,Soldier",csp,2006,1
Scrivener,5.0,U,Creature,"Human,Wizard",exo,1998,2
Cathars' Crusade,5.0,W,Enchantment,,avr,2012,3
Swift Spinner,4.0,G,Creature,Spider,emn,2016,1
See Double,4.0,U,Instant,,pmom,2023,3
Cosmic Epiphany,6.0,U,Sorcery,,dmu,2022,3
Nalia de'Arnise,3.0,"B,W","Legendary,Creature","Human,Rogue",clb,2022,4
Chromatic Armor,3.0,"U,W",Enchantment,Aura,ice,1995,3
Imskir Iron-Eater,8.0,"B,R","Legendary,Creature",Demon,mh3,2024,3
"Tameshi, Reality Architect",3.0,"U,W","Legendary,Creature","Moonfolk,Wizard",neo,2022,3
Memory's Journey,2.0,"G,U",Instant,,isd,2011,2
Savage Conception,5.0,G,Sorcery,,eve,2008,2
Repeal,1.0,U,Instant,,gpt,2006,1
Voidslime,3.0,"G,U",Instant,,dis,2006,3
Crumbling Vestige,0.0,,Land,,f16,2016,3
Presence of Gond,3.0,G,Enchantment,Aura,shm,2008,1
Endless Whispers,4.0,B,Enchantment,,5dn,2004,3
"Lathril, Blade of the Elves",4.0,"B,G","Legendary,Creature","Elf,Noble",khc,2021,4
Case of the Filched Falcon,1.0,U,Enchantment,Case,mkm,2024,2
"Henzie ""Toolbox"" Torre",3.0,"B,G,R","Legendary,Creature","Devil,Rogue",ncc,2022,4
Nuisance Engine,3.0,,Artifact,,mrd,2003,2
Overclocked Electromancer,3.0,R,Creature,"Lizard,Wizard",m3c,2024,3
Gladecover Scout,1.0,G,Creature,"Elf,Scout",m12,2011,1
Rebuke,3.0,W,Instant,,isd,2011,1
Psychosis Crawler,5.0,,"Artifact,Creature","Phyrexian,Horror",mbs,2011,3
Roots of Life,3.0,G,Enchantment,,mir,1996,2
"Cait Sith, Fortune Teller",4.0,R,"Legendary,Artifact,Creature","Cat,Moogle",fic,2025,3
Tropical Island,0.0,"G,U",Land,"Forest,Island",lea,1993,3
"Tormod, the Desecrator",4.0,B,"Legendary,Creature","Zombie,Wizard",cmr,2020,2
Mindcrank,2.0,,Artifact,,nph,2011,2
Recall,1.0,U,Sorcery,,leg,1994,3
Burner Rocket,2.0,R,Artifact,Vehicle,dft,2025,1
Seven-Tail Mentor,4.0,W,Creature,"Fox,Samurai",neo,2022,1
Twitch,3.0,U,Instant,,tmp,1997,1
Urborg Panther,3.0,B,Creature,"Nightstalker,Cat",mir,1996,1
Ophidian Eye,3.0,U,Enchantment,Aura,tsp,2006,1
Alms Collector,4.0,W,Creature,"Cat,Cleric",pz2,2016,3
Lasyd Prowler,4.0,G,Creature,"Snake,Ranger",tdm,2025,3
Vizier of Deferment,3.0,W,Creature,"Human,Cleric",akh,2017,2
Ranger's Path,4.0,G,Sorcery,,m13,2012,1
Analyze the Pollen,1.0,G,Sorcery,,pmkm,2024,3
Skyshroud Elf,2.0,"G,R,W",Creature,"Elf,Druid",tmp,1997,1
"Basri, Devoted Paladin",6.0,W,"Legendary,Planeswalker",Basri,m21,2020,4
Shefet Monitor,6.0,G,Creature,Lizard,akh,2017,2
Fountain of Renewal,1.0,,Artifact,,m19,2018,2
Hallowed Priest,2.0,W,Creature,"Human,Cleric",anb,2020,2
Badlands,0.0,"B,R",Land,"Swamp,Mountain",lea,1993,3
Exit Specialist,2.0,U,Creature,"Human,Detective",mkm,2024,2
Aura of Dominion,2.0,U,Enchantment,Aura,chk,2004,2
Bellowing Fiend,5.0,B,Creature,Spirit,tmp,1997,3
Elvish Regrower,4.0,G,Creature,"Elf,Druid",fdn,2024,2
"Tazri, Beacon of Unity",5.0,"B,G,R,U,W","Legendary,Creature","Human,Warrior",pznr,2020,4
Auton Soldier,6.0,U,"Artifact,Creature","Alien,Soldier",who,2023,3
Hope-Ender Coatl,3.0,U,Creature,"Eldrazi,Snake",mh3,2024,2
Martyr's Bond,6.0,W,Enchantment,,cmd,2011,3
Mothlight Processionist,2.0,W,Creature,"Human,Cleric",ydsk,2024,3
Opal Champion,3.0,W,Enchantment,,ulg,1999,1
Fuss // Bother,9.0,"R,U,W","Instant,//,Sorcery",,mkm,2024,2
Prosperity,1.0,U,Sorcery,,vis,1997,2
Sanguine Evangelist,3.0,W,Creature,"Vampire,Cleric",lci,2023,3
Deathsprout,4.0,"B,G",Instant,,war,2019,2
"Niambi, Esteemed Speaker",2.0,"U,W","Legendary,Creature","Human,Cleric",pm21,2020,3
Guildless Commons,0.0,,Land,,cmr,2020,2
Jukai Liberator,3.0,G,Creature,"Snake,Ninja",yneo,2022,3
Infernal Medusa,5.0,B,Creature,Gorgon,leg,1994,2
Refute,3.0,U,Instant,,fdn,2024,1
Flux Channeler,3.0,U,Creature,"Human,Wizard",war,2019,2
Cursed Rack,4.0,,Artifact,,atq,1994,2
Tainted Peak,0.0,"B,R",Land,,tor,2002,2
"Fain, the Broker",3.0,B,"Legendary,Creature","Human,Warlock",c21,2021,3
The Deck of Many Things,5.0,,"Legendary,Artifact",,pafr,2021,4
Azorius Charm,2.0,"U,W",Instant,,rtr,2012,2
"Chandra, Dressed to Kill",3.0,R,"Legendary,Planeswalker",Chandra,vow,2021,4
Viral Drake,4.0,U,Creature,"Phyrexian,Drake",nph,2011,2
"Icingdeath, Frost Tyrant",4.0,W,"Legendary,Creature",Dragon,afr,2021,4
Canyon Jerboa,3.0,W,Creature,Mouse,znr,2020,2
Champion Lancer,6.0,W,Creature,"Human,Knight",s99,1999,3
"Muerra, Trash Tactician",3.0,"G,R","Legendary,Creature","Raccoon,Warrior",blb,2024,3
Barbflare Gremlin,4.0,R,Creature,Gremlin,dsc,2024,3
Viashino Outrider,3.0,R,Creature,Lizard,usg,1998,1
Eastfarthing Farmer,3.0,W,Creature,"Halfling,Peasant",ltr,2023,1
Glimmerbell,2.0,U,Creature,"Elemental,Jellyfish",iko,2020,1
Goblin Assault,3.0,R,Enchantment,,ala,2008,3
Netherese Puzzle-Ward,4.0,U,Enchantment,,afc,2021,3
Vandalize,5.0,R,Sorcery,,dtk,2015,1
Wish,3.0,R,Sorcery,,pafr,2021,3
Bovine Intervention,2.0,W,Instant,,otj,2024,2
Plague Belcher,3.0,B,Creature,"Zombie,Beast",akh,2017,3
Elder Cathar,3.0,W,Creature,"Human,Soldier",isd,2011,1
"Lolth, Spider Queen",5.0,B,"Legendary,Planeswalker",Lolth,pafr,2021,4
Favored Enemy,1.0,G,Enchantment,,hbg,2022,3
Gale Force,5.0,G,Sorcery,,chk,2004,2
Fecundity,3.0,G,Enchantment,,usg,1998,2
Thunderscape Familiar,2.0,R,Creature,Kavu,pls,2001,1
Elvish Ranger,3.0,G,Creature,"Elf,Ranger",all,1996,1
Viashino Bey,4.0,R,Creature,Lizard,ulg,1999,1
Leyline Axe,4.0,,Artifact,Equipment,fdn,2024,3
Routeway Moose,2.0,G,Creature,"Elk,Mount",ydft,2025,3
Frontier Mastodon,3.0,G,Creature,Elephant,frf,2015,1
Lys Alana Scarblade,3.0,B,Creature,"Elf,Assassin",lrw,2007,2
Blightwidow,4.0,G,Creature,"Phyrexian,Spider",mbs,2011,1
"Excalibur, Sword of Eden",12.0,,"Legendary,Artifact",Equipment,acr,2024,3
Gyre Engineer,3.0,"G,U",Creature,"Vedalken,Wizard",rna,2019,2
End-Raze Forerunners,8.0,G,Creature,Boar,prna,2019,3
"Bristly Bill, Spine Sower",2.0,G,"Legendary,Creature","Plant,Druid",potj,2024,4
Drop of Honey,1.0,G,Enchantment,,arn,1993,3
Trigon of Corruption,4.0,B,Artifact,,som,2010,2
The Antiquities War,4.0,U,Enchantment,Saga,pdom,2018,3
Cho-Arrim Bruiser,6.0,W,Creature,"Ogre,Rebel",mmq,1999,3
Bellowing Bruiser // Beat a Path,5.0,R,Creature,"Ogre,//,Sorcery,—,Adventure",woe,2023,1
Lapis Orb of Dragonkind,3.0,U,Artifact,,clb,2022,1
Massacre Wurm,6.0,B,Creature,"Phyrexian,Wurm",mbs,2011,4
Geist Trappers,5.0,G,Creature,"Human,Warrior",avr,2012,1
Archangel,7.0,W,Creature,Angel,vis,1997,3
Golgari Death Swarm,5.0,"B,G",Creature,"Bat,Fungus,Horror",cmb1,2019,3
Will of the Mardu,3.0,W,Instant,,tdc,2025,3
Mausoleum Secrets,2.0,B,Instant,,grn,2018,3
"Alirios, Enraptured",3.0,U,"Legendary,Creature",Human,thb,2020,2
"Toxrill, the Corrosive",7.0,"B,U","Legendary,Creature","Slug,Horror",pvow,2021,4
Aether Tradewinds,3.0,U,Instant,,wwk,2010,1
The Howling Abomination,5.0,"G,R","Legendary,Creature","Human,Beast,Warrior",sld,2022,3
The Huntsman's Redemption,3.0,G,Enchantment,Saga,woe,2023,3
"Butterbur, Bree Innkeeper",4.0,"G,W","Legendary,Creature","Human,Peasant",ltr,2023,2
Reasonable Doubt,2.0,U,Instant,,mkm,2024,1
Champions of Minas Tirith,6.0,W,Creature,"Human,Soldier",ltc,2023,3
Primal Plasma,4.0,U,Creature,"Elemental,Shapeshifter",plc,2007,1
Vorpal Sword,1.0,B,Artifact,Equipment,pafr,2021,3
Star-Crowned Stag,4.0,W,Creature,Elk,m19,2018,1
Seal of the Guildpact,5.0,,Artifact,,c15,2015,3
Morgue Thrull,3.0,B,Creature,Thrull,sth,1998,1
Vengeful Rebirth,6.0,"G,R",Sorcery,,arb,2009,2
Breathkeeper Seraph,6.0,W,Creature,Angel,voc,2021,3
Skyway Robber,4.0,U,Creature,"Bird,Rogue",pncc,2022,3
Jötun Grunt,2.0,W,Creature,"Giant,Soldier",csp,2006,2
Plow Under,5.0,G,Sorcery,,uds,1999,3
"Ral, Izzet Viceroy",5.0,"R,U","Legendary,Planeswalker",Ral,pana,2018,4
Strength Bobblehead,3.0,,Artifact,Bobblehead,pip,2024,2
Heartbeat of Spring,3.0,G,Enchantment,,chk,2004,3
Aspect of Lamprey,4.0,B,Enchantment,Aura,thb,2020,1
Gigantoplasm,4.0,U,Creature,Shapeshifter,c15,2015,3
Visions of Dread,3.0,B,Sorcery,,mic,2021,3
Hornet Cobra,3.0,G,Creature,Snake,leg,1994,1
"Jaheira, Friend of the Forest",3.0,G,"Legendary,Creature","Human,Elf,Druid",clb,2022,3
Hellfire Mongrel,3.0,R,Creature,"Elemental,Dog",zen,2009,2
Ali from Cairo,4.0,R,Creature,Human,arn,1993,3
Demonlord Belzenlok,6.0,B,"Legendary,Creature","Elder,Demon",pdom,2018,4
Fake Your Own Death,2.0,B,Instant,,snc,2022,1
Deadly Allure,1.0,"B,G",Sorcery,,dka,2012,2
Inferno Trap,4.0,R,Instant,Trap,zen,2009,2
Bellowing Mauler,5.0,B,Creature,"Ogre,Warrior",pncc,2022,3
Aether Revolt,4.0,R,Enchantment,,pmh3,2024,3
Lightning Reflexes,2.0,R,Enchantment,Aura,mir,1996,1
Boneshard Slasher,2.0,B,Creature,Horror,tor,2002,2
Flow of Ideas,6.0,U,Sorcery,,rav,2005,2
Court of Locthwain,4.0,B,Enchantment,,woc,2023,3
Pillage the Bog,2.0,"B,G",Sorcery,,potj,2024,3
Monster Manual // Zoological Study,4.0,G,"Artifact,//,Sorcery",Adventure,clb,2022,3
Cathedral of War,0.0,,Land,,pm13,2012,3
Mariposa Military Base,0.0,,Land,,pip,2024,3
Glacial Crevasses,3.0,R,Enchantment,,ice,1995,3
Provoke the Trolls,4.0,R,Instant,,khm,2021,2
Ignite the Future,4.0,R,Sorcery,,c19,2019,3
Font of Progress,1.0,U,Artifact,,one,2023,2
Silent-Chant Zubera,2.0,W,Creature,"Zubera,Spirit",chk,2004,1
Wildfire Elemental,4.0,R,Creature,Elemental,m20,2019,1
Trip Up,4.0,U,Instant,,dft,2025,1
Burning Sun's Fury,2.0,R,Instant,,mom,2023,1
Long List of the Ents,1.0,G,Enchantment,Saga,ltr,2023,2
Taiga Stadium,0.0,"G,R",Land,,cmb1,2019,3
Sanctimony,2.0,W,Enchantment,,uds,1999,2
Urza's Engine,5.0,,"Artifact,Creature",Juggernaut,all,1996,2
Vital Splicer,4.0,G,Creature,"Phyrexian,Human,Artificer",nph,2011,2
Pyre Charger,2.0,R,Creature,"Elemental,Warrior",shm,2008,2
Protomatter Powder,3.0,"U,W",Artifact,,ala,2008,2
Scouring Sands,2.0,R,Sorcery,,bng,2014,1
Warmonger's Chariot,2.0,,Artifact,Equipment,roe,2010,2
A Tale for the Ages,2.0,W,Enchantment,,pwoe,2023,3
Island Sanctuary,2.0,W,Enchantment,,lea,1993,3
Kird Ape,1.0,R,Creature,Ape,arn,1993,1
Shardless Agent,3.0,"G,U","Artifact,Creature","Human,Rogue",pc2,2012,2
"Maeve, Insidious Singer",4.0,U,"Legendary,Creature",Siren,gn3,2022,4
Ominous Lockbox,2.0,U,Artifact,Clue,ymkm,2024,3
Nurturing Peatland,0.0,"B,G",Land,,mh1,2019,3
"Ozolith, the Shattered Spire",2.0,G,"Legendary,Artifact",,mom,2023,3
Undercity Dire Rat,2.0,B,Creature,Rat,fin,2025,1
Skirsdag Flayer,2.0,B,Creature,"Human,Cleric",dka,2012,2
Hofri Ghostforge,5.0,"R,W","Legendary,Creature","Dwarf,Cleric",pstx,2021,4
"Sethron, Hurloon General",5.0,"B,R","Legendary,Creature","Minotaur,Warrior",jmp,2020,3
Coral Helm,3.0,,Artifact,,atq,1994,3
Sage of the Falls,5.0,U,Creature,"Merfolk,Wizard",eld,2019,2
"Karlach, Tiefling Zealot",3.0,"R,W","Legendary,Creature","Tiefling,Barbarian",hbg,2022,3
Lazotep Plating,2.0,U,Instant,,war,2019,2
Bloodsprout Talisman,2.0,"B,G",Artifact,,ydmu,2022,3
Corrupted Shapeshifter,4.0,U,Creature,"Eldrazi,Shapeshifter",mh3,2024,1
Angelic Gift,2.0,W,Enchantment,Aura,bfz,2015,1
Inventors' Fair,0.0,,"Legendary,Land",,kld,2016,3
Akoum Hellhound,1.0,R,Creature,"Elemental,Dog",znr,2020,1
Raging Kavu,3.0,"G,R",Creature,Kavu,pinv,2000,3
Quakefoot Cyclops,5.0,R,Creature,Cyclops,mh1,2019,1
Bristling Boar,4.0,G,Creature,Boar,m19,2018,1
"Atarka, World Render",7.0,"G,R","Legendary,Creature",Dragon,pfrf,2015,3
Vitu-Ghazi Guildmage,2.0,"G,W",Creature,"Dryad,Shaman",rtr,2012,2
Slaughter Drone,2.0,B,Creature,"Eldrazi,Drone",ogw,2016,1
"Gadwick, the Wizened",3.0,U,"Legendary,Creature","Human,Wizard",peld,2019,3
Tumbleweed Rising,2.0,G,Sorcery,,otj,2024,1
Vow of Malice,3.0,B,Enchantment,Aura,cmd,2011,2
Welding Jar,0.0,,Artifact,,mrd,2003,1
"Radha, Heir to Keld",2.0,"G,R","Legendary,Creature","Elf,Warrior",plc,2007,3
Justice Strike,2.0,"R,W",Instant,,grn,2018,2
Immolation,1.0,R,Enchantment,Aura,leg,1994,1
Venser's Journal,5.0,,Artifact,,som,2010,3
Heightened Awareness,5.0,U,Enchantment,,pcy,2000,3
Aladdin's Lamp,10.0,,Artifact,,arn,1993,3
"Braids, Cabal Minion",4.0,B,"Legendary,Creature","Human,Minion",ody,2001,3
Selfless Savior,1.0,W,Creature,Dog,m21,2020,2
Fresh-Faced Recruit,2.0,"R,W",Creature,"Human,Soldier",grn,2018,1
Frogify,2.0,U,Enchantment,Aura,eld,2019,2
Frostpyre Arcanist,5.0,U,Creature,"Giant,Wizard",khm,2021,2
"Myrel, Shield of Argive",4.0,W,"Legendary,Creature","Human,Soldier",bro,2022,4
Sadistic Glee,1.0,B,Enchantment,Aura,tmp,1997,1
