name,mana_value,color_identity,types,subtypes,set,year,rarity
Deflection,4.0,U,Instant,,ice,1995,rare
Magus of the Abyss,4.0,B,Creature,"Human,Wizard",fut,2007,rare
Crypt Sliver,2.0,B,Creature,Sliver,lgn,2003,common
Myojin of Blooming Dawn // Myojin of Blooming Dawn,0.0,,"Card,//,Card",,aneo,2022,common
Hero of Precinct One,2.0,W,Creature,"Human,Warrior",prna,2019,rare
Baloth Null,6.0,"B,G",Creature,"Zombie,Beast",ogw,2016,uncommon
Faerie Spy,0.0,U,"Token,Creature","Faerie,Spy",tust,2017,common
"Tetzimoc, Primal Death",6.0,B,"Legendary,Creature","Elder,Dinosaur",prix,2018,rare
Maritime Guard,2.0,U,Creature,"Merfolk,Soldier",m11,2010,common
Angelic Quartermaster,5.0,W,Creature,"Angel,Soldier",vow,2021,uncommon
Effluence Devourer,3.0,"B,G,R",Creature,Crocodile,ysnc,2022,mythic
Rend Spirit,3.0,B,Instant,,chk,2004,common
Ancestral Memories,5.0,U,Sorcery,,mir,1996,rare
"Saheeli, the Gifted",4.0,"R,U","Legendary,Planeswalker",Saheeli,oc18,2018,mythic
Prophetic Bolt,5.0,"R,U",Instant,,apc,2001,rare
Crystal Quarry,0.0,"B,G,R,U,W",Land,,ody,2001,rare
Favor of Jukai,4.0,G,Enchantment,Aura,neo,2022,common
Moonfolk,0.0,U,"Token,Creature",Moonfolk,tmh3,2024,common
Benalish Cavalry,2.0,W,Creature,"Human,Knight",tsp,2006,common
Ridgetop Raptor,4.0,R,Creature,"Dinosaur,Beast",lgn,2003,uncommon
Scryb Sprites,1.0,G,Creature,Faerie,lea,1993,common
Blood Hustler,2.0,B,Creature,"Vampire,Rogue",otj,2024,uncommon
Obscura Storefront,0.0,,Land,,snc,2022,common
Brimstone Volley,3.0,R,Instant,,isd,2011,common
Reave Soul,2.0,B,Sorcery,,ori,2015,common
Authority of the Consuls,1.0,W,Enchantment,,pkld,2016,rare
Serpent Assassin,5.0,B,Creature,"Snake,Assassin",por,1997,rare
"Cadira, Caller of the Small",3.0,"G,W","Legendary,Creature","Orc,Ranger",clb,2022,uncommon
Horned Sliver,3.0,G,Creature,Sliver,tmp,1997,uncommon
Uktabi Orangutan,3.0,G,Creature,Ape,vis,1997,uncommon
Ooze Patrol,4.0,G,Creature,Ooze,dft,2025,uncommon
Totem-Guide Hartebeest,5.0,W,Creature,Antelope,roe,2010,common
Rip Apart,2.0,"R,W",Sorcery,,stx,2021,uncommon
Thran Quarry,0.0,,Land,,usg,1998,rare
Winds of Change,1.0,R,Sorcery,,leg,1994,uncommon
Infernal Spawn of Evil,9.0,B,Creature,Beast,olep,1998,rare
Obliterate,8.0,R,Sorcery,,inv,2000,rare
Teferi's Veil,2.0,U,Enchantment,,wth,1997,uncommon
Merchant of Secrets,3.0,U,Creature,"Human,Wizard",lgn,2003,common
"Vilis, Broker of Blood",8.0,B,"Legendary,Creature",Demon,pm20,2019,rare
Maverick Thopterist,5.0,"R,U",Creature,"Human,Artificer",aer,2017,uncommon
Overwhelming Denial,4.0,U,Instant,,pogw,2016,rare
"Temmet, Vizier of Naktamun",2.0,"U,W","Legendary,Creature","Human,Cleric",akh,2017,rare
The Goose Mother,2.0,"G,U","Legendary,Creature","Bird,Hydra",woe,2023,rare
Abeyance,2.0,W,Instant,,wth,1997,rare
"Raiyuu, Storm's Edge",4.0,"R,W","Legendary,Creature","Human,Samurai",neo,2022,rare
Syndicate Messenger,4.0,W,Creature,Bird,rna,2019,common
Bathe in Dragonfire,3.0,R,Sorcery,,frf,2015,common
Belisarius Cawl,4.0,"U,W","Legendary,Artifact,Creature",Human,40k,2022,rare
Vindictive Vampire,4.0,B,Creature,Vampire,rna,2019,uncommon
"Titania, Protector of Argoth",5.0,G,"Legendary,Creature",Elemental,c14,2014,mythic
Mysterious Pathlighter,3.0,W,Creature,Faerie,eld,2019,uncommon
Fortified Village,0.0,"G,W",Land,,psoi,2016,rare
Abyssal Harvester // Abyssal Harvester,0.0,,"Card,//,Card",,afdn,2024,common
Kodama's Reach,3.0,G,Sorcery,Arcane,chk,2004,common
Warclamp Mastiff,1.0,W,Creature,Dog,m13,2012,common
Patron of the Kitsune,6.0,W,"Legendary,Creature",Spirit,bok,2005,rare
Viashino Sandscout,2.0,R,Creature,"Lizard,Scout",ulg,1999,common
Breath of Darigaaz,2.0,R,Sorcery,,inv,2000,uncommon
Ulrich's Kindred,3.0,"G,R",Creature,Wolf,soi,2016,uncommon
Flameblade Angel,6.0,R,Creature,Angel,soi,2016,rare
Duskwatch Recruiter // Krallenhorde Howler,2.0,G,Creature,"Human,Warrior,Werewolf,//,Creature,—,Werewolf",soi,2016,uncommon
Order of the Mirror // Order of the Alabaster Host,2.0,"U,W",Creature,"Human,Knight,//,Creature,—,Phyrexian,Knight",mom,2023,common
"Xyris, the Writhing Storm",5.0,"G,R,U","Legendary,Creature","Snake,Leviathan",c20,2020,mythic
Watchful Radstag,3.0,G,Creature,"Elk,Mutant",pip,2024,rare
Skyhunter Skirmisher,3.0,W,Creature,"Cat,Knight",5dn,2004,uncommon
Culling the Weak,1.0,B,Instant,,exo,1998,common
Dromar's Cavern,0.0,"B,U,W",Land,Lair,pls,2001,uncommon
Crowd Favorites,7.0,W,Creature,"Human,Soldier",ons,2002,uncommon
Serra Avatar,7.0,W,Creature,Avatar,usg,1998,rare
Nuclear Fallout,2.0,B,Sorcery,,pip,2024,rare
Endbringer,6.0,,Creature,Eldrazi,pogw,2016,rare
Goblin S.W.A.T. Team,4.0,R,Creature,"Goblin,Warrior",unh,2004,common
"Omo, Queen of Vesuva",3.0,"G,U","Legendary,Creature","Shapeshifter,Noble",m3c,2024,mythic
Questionable Cuisine,4.0,B,Sorcery,,unf,2022,common
"Red XIII, Proud Warrior",3.0,"G,R","Legendary,Creature","Beast,Warrior",fic,2025,rare
Seething Song,3.0,R,Instant,,mrd,2003,common
Golgari Rot Farm,0.0,"B,G",Land,,rav,2005,common
Fiery Conclusion,2.0,R,Instant,,rav,2005,common
Sorin Markov,6.0,B,"Legendary,Planeswalker",Sorin,zen,2009,mythic
Might of the Masses,1.0,G,Instant,,roe,2010,common
Spellweaver Eternal,2.0,U,Creature,"Zombie,Snake,Wizard",hou,2017,common
Tribal Forcemage,2.0,G,Creature,"Elf,Wizard",lgn,2003,rare
Vigilante Justice,4.0,R,Enchantment,,avr,2012,uncommon
Muse Vessel,4.0,,Artifact,,dis,2006,rare
Gruul Turf,0.0,"G,R",Land,,gpt,2006,common
"Tourach, Dread Cantor",2.0,B,"Legendary,Creature","Human,Cleric",pmh2,2021,mythic
Orzhov Euthanist,3.0,B,Creature,"Human,Assassin",gpt,2006,common
Ancestral Anger,1.0,R,Sorcery,,vow,2021,common
Wall of Brambles,3.0,G,Creature,"Plant,Wall",lea,1993,uncommon
Mechanized Production,4.0,U,Enchantment,Aura,aer,2017,mythic
Pestilence,4.0,B,Enchantment,,lea,1993,common
Windrider Patrol,5.0,U,Creature,"Merfolk,Wizard",bfz,2015,uncommon
Tower Gargoyle,4.0,"B,U,W","Artifact,Creature",Gargoyle,ala,2008,uncommon
Two-Headed Dragon,6.0,R,Creature,Dragon,mmq,1999,rare
Borne Upon a Wind,2.0,U,Instant,,pltr,2023,rare
Aeromoeba // Aeromoeba,0.0,,"Card,//,Card",,amh2,2021,common
"Aurelia, the Warleader",6.0,"R,W","Legendary,Creature",Angel,gtc,2013,mythic
Fireball,1.0,R,Sorcery,,lea,1993,common
Rite of Flame,1.0,R,Sorcery,,csp,2006,common
Shriekmaw,5.0,B,Creature,Elemental,plrw,2007,rare
Last Stand,5.0,"B,G,R,U,W",Sorcery,,apc,2001,rare
Whip Silk,1.0,G,Enchantment,Aura,inv,2000,common
"Search for Azcanta // Azcanta, the Sunken Ruin",2.0,U,"Legendary,Enchantment,//,Legendary,Land",,xln,2017,rare
"Umori, the Collector",4.0,"B,G","Legendary,Creature",Ooze,iko,2020,rare
Pollenbright Wings,6.0,"G,W",Enchantment,Aura,rav,2005,uncommon
Restore the Peace,3.0,"U,W",Instant,,dgm,2013,uncommon
Enigmatic Incarnation,4.0,"G,U",Enchantment,,thb,2020,rare
War Squeak,1.0,R,Enchantment,Aura,blb,2024,common
Mind Carver,1.0,B,Artifact,Equipment,znr,2020,uncommon
Railway Brawler,5.0,G,Creature,"Rhino,Warrior",potj,2024,mythic
Nimble Trapfinder,2.0,U,Creature,"Human,Rogue",pznr,2020,rare
"Sigrid, God-Favored",3.0,W,"Legendary,Creature","Human,Warrior",pkhm,2021,rare
Marit Lage,0.0,B,"Token,Legendary,Creature",Avatar,pcsp,2006,rare
Call the Spirit Dragons,5.0,"B,G,R,U,W",Enchantment,,ptdm,2025,mythic
Sword-Swallowing Seraph,6.0,W,Creature,"Angel,Performer",unf,2022,uncommon
"Viconia, Disciple of Violence",3.0,"B,R","Legendary,Creature","Elf,Cleric",hbg,2022,uncommon
"Moira Brown, Guide Author",3.0,"R,W","Legendary,Creature","Human,Citizen",pip,2024,rare
Scab-Clan Mauler,2.0,"G,R",Creature,"Human,Berserker",psal,2005,common
Akki Underling,2.0,R,Creature,"Goblin,Warrior",sok,2005,common
Nekrataal,4.0,B,Creature,"Human,Assassin",vis,1997,uncommon
Devouring Swarm,3.0,B,Creature,Insect,m12,2011,common
Flickerwisp,3.0,W,Creature,Elemental,eve,2008,uncommon
"Ashling, Flame Dancer",4.0,R,"Legendary,Creature","Elemental,Shaman",pmh3,2024,mythic
Rotted Hulk,4.0,B,Creature,Elemental,jou,2014,common
Vengeful Rebel,3.0,B,Creature,"Aetherborn,Warrior",aer,2017,uncommon
Wooded Foothills,0.0,,Land,,ons,2002,rare
"Crystal Skull, Isu Spyglass",4.0,U,"Legendary,Artifact",,acr,2024,rare
Bulwark Ox,2.0,W,Creature,"Ox,Mount",dft,2025,rare
Shameless Charlatan,2.0,U,"Legendary,Enchantment",Background,pclb,2022,rare
"Liesa, Forgotten Archangel",5.0,"B,W","Legendary,Creature",Angel,pmid,2021,rare
Akroma's Vengeance,6.0,W,Sorcery,,ons,2002,rare
Missy,6.0,"B,R,U","Legendary,Creature","Time,Lord,Rogue",who,2023,rare
Prodigious Growth,6.0,G,Enchantment,Aura,pm19,2018,rare
The Wandering Emperor,4.0,W,"Legendary,Planeswalker",,pneo,2022,mythic
Bloodsoaked Champion,1.0,B,Creature,"Human,Warrior",ktk,2014,rare
Glimmerlight,2.0,,Artifact,Equipment,dsk,2024,common
Shifting Sky,3.0,U,Enchantment,,pls,2001,uncommon
Forerunner of the Legion,3.0,W,Creature,"Vampire,Knight",rix,2018,uncommon
Nim Abomination,3.0,B,Creature,Zombie,dst,2004,uncommon
"Edgar, Charmed Groom // Edgar Markov's Coffin",4.0,"B,W","Legendary,Creature","Vampire,Noble,//,Legendary,Artifact",vow,2021,rare
Maze Skullbomb,1.0,G,Artifact,,one,2023,common
Deploy to the Front,7.0,W,Sorcery,,c14,2014,rare
Aphetto Vulture,6.0,B,Creature,"Zombie,Bird",ons,2002,uncommon
Thespian's Stage,0.0,,Land,,gtc,2013,rare
Millstone,2.0,,Artifact,,atq,1994,uncommon
Living Tsunami,4.0,U,Creature,Elemental,zen,2009,uncommon
Forest Dryad,0.0,G,"Token,Land,Creature","Forest,Dryad",tbro,2022,common
Winding Constrictor,2.0,"B,G",Creature,Snake,aer,2017,uncommon
Evolving Wilds,0.0,,Land,,roe,2010,common
Drown in Sorrow,3.0,B,Sorcery,,bng,2014,uncommon
Steel Overseer,2.0,,"Artifact,Creature",Construct,m11,2010,rare
Commander's Plate,1.0,,Artifact,Equipment,plst,2020,mythic
Arboreal Alliance,2.0,G,Enchantment,,ltc,2023,rare
Professor Hojo,2.0,G,"Legendary,Creature","Human,Scientist",fic,2025,rare
Departed Deckhand,2.0,U,Creature,"Spirit,Pirate",m19,2018,uncommon
Leatherback Baloth,3.0,G,Creature,Beast,wwk,2010,uncommon
Delighted Halfling,1.0,G,Creature,"Halfling,Citizen",pltr,2023,rare
Mistform Shrieker,5.0,U,Creature,Illusion,ons,2002,uncommon
Shivan Meteor,5.0,R,Sorcery,,plc,2007,uncommon
Rustvine Cultivator // Rustvine Cultivator,0.0,,"Card,//,Card",,aone,2023,common
Parting Gust,2.0,W,Instant,,blb,2024,uncommon
Gorehorn Minotaurs,4.0,R,Creature,"Minotaur,Warrior",m12,2011,common
Unmake,3.0,"B,W",Instant,,eve,2008,common
Omniscience,10.0,U,Enchantment,,m13,2012,mythic
Cultivator Colossus,7.0,G,Creature,"Plant,Beast",pvow,2021,mythic
Soul of Zendikar,6.0,G,Creature,Avatar,pdp15,2014,mythic
Feral Animist,3.0,"G,R",Creature,"Goblin,Shaman",gpt,2006,uncommon
The Battle of Bywater,3.0,W,Sorcery,,pltr,2023,rare
Slay,3.0,B,Instant,,pls,2001,uncommon
Exile,3.0,W,Instant,,all,1996,rare
Scroll Thief,3.0,U,Creature,"Merfolk,Rogue",m11,2010,common
Circle of Protection: Green,2.0,W,Enchantment,,lea,1993,common
Wilfred Mott,4.0,W,"Legendary,Creature","Human,Soldier",who,2023,rare
Evernight Shade,4.0,B,Creature,Shade,avr,2012,uncommon
Palladium Myr,3.0,,"Artifact,Creature",Myr,som,2010,uncommon
Mana Geyser,5.0,R,Sorcery,,5dn,2004,common
Expel the Interlopers,5.0,W,Sorcery,,woe,2023,rare
Reduce to Dreams,5.0,U,Sorcery,,bok,2005,rare
Love Song of Night and Day,3.0,W,Enchantment,Saga,dmu,2022,uncommon
Veil of Summer,1.0,G,Instant,,m20,2019,uncommon
"Imoen, Mystic Trickster",3.0,U,"Legendary,Creature","Human,Rogue,Wizard",clb,2022,uncommon
Pirate's Pillage,4.0,R,Sorcery,,rix,2018,uncommon
Rapacious Dragon,5.0,R,Creature,Dragon,m20,2019,uncommon
Clockwork Percussionist,1.0,R,"Artifact,Creature","Monkey,Toy",dsk,2024,common
Argent Dais,2.0,W,Artifact,,mh3,2024,rare
Pitfall Trap,3.0,W,Instant,Trap,zen,2009,uncommon
Mystic Forge,4.0,,Artifact,,pm20,2019,rare
Slickshot Lockpicker,3.0,U,Creature,"Human,Rogue",otj,2024,uncommon
"Ob Nixilis, Unshackled",6.0,B,"Legendary,Creature",Demon,m15,2014,rare
Smoke,2.0,R,Enchantment,,lea,1993,rare
Regeneration,2.0,G,Enchantment,Aura,lea,1993,common
Marsh Viper,4.0,G,Creature,Snake,drk,1994,common
Mana Cannons,3.0,R,Enchantment,,dmc,2022,rare
Garruk's Packleader,5.0,G,Creature,Beast,m11,2010,uncommon
Waxmane Baku,3.0,W,Creature,Spirit,bok,2005,common
Unnerving Assault,3.0,"R,U",Instant,,eve,2008,uncommon
Gauntlet of Power,5.0,,Artifact,,tsp,2006,rare
Ninth Bridge Patrol,2.0,W,Creature,"Dwarf,Soldier",kld,2016,common
Wirewood Elf,2.0,G,Creature,"Elf,Druid",ons,2002,common
Revelsong Horn,2.0,,Artifact,,shm,2008,uncommon
Stranglehold,4.0,R,Enchantment,,cmd,2011,rare
The One Ring,4.0,,"Legendary,Artifact",,ltr,2023,mythic
Urza Assembles the Titans,5.0,W,Enchantment,Saga,dmu,2022,rare
Plant,0.0,G,"Token,Creature",Plant,tbfz,2015,common
"Haakon, Stromgald Scourge",3.0,B,"Legendary,Creature","Zombie,Knight",csp,2006,rare
Maddening Cacophony,2.0,U,Sorcery,,znr,2020,rare
Pheres-Band Brawler,6.0,G,Creature,"Centaur,Warrior",thb,2020,uncommon
Brimstone Vandal,3.0,R,Creature,Devil,mid,2021,common
Greatest Show in the Multiverse,7.0,,"Artifact,Enchantment",Saga,unf,2022,mythic
Arashin Cleric,2.0,W,Creature,"Human,Cleric",frf,2015,common
Mind Shatter,2.0,B,Sorcery,,mor,2008,rare
Swerve,2.0,"R,U",Instant,,ala,2008,uncommon
Chaos Wand,3.0,,Artifact,,pm19,2018,rare
Pious Wayfarer,1.0,W,Creature,"Human,Scout",thb,2020,common
Prototype Portal,4.0,,Artifact,,som,2010,rare
Patron of the Arts,3.0,R,Creature,"Dragon,Noble",clb,2022,common
Patron Wizard,3.0,U,Creature,"Human,Wizard",ody,2001,rare
Charnelhoard Wurm,7.0,"B,G,R",Creature,Wurm,con,2009,rare
Bladewing the Risen,7.0,"B,R","Legendary,Creature","Zombie,Dragon",scg,2003,rare
Brainstone,1.0,,Artifact,,mh2,2021,uncommon
Lady of Laughter,5.0,W,Creature,"Faerie,Noble",woe,2023,rare
Momentum,3.0,G,Enchantment,Aura,uds,1999,uncommon
Brain in a Jar,2.0,,Artifact,,soi,2016,rare
"Emeria's Call // Emeria, Shattered Skyclave",7.0,W,"Sorcery,//,Land",,pznr,2020,mythic
Devastating Mastery,6.0,W,Sorcery,,pstx,2021,rare
Reknit,2.0,"G,W",Instant,,shm,2008,uncommon
Archon of Cruelty,8.0,B,Creature,Archon,pmh2,2021,mythic
Shadow of Doubt,2.0,"B,U",Instant,,rav,2005,rare
Emerald Oryx,4.0,G,Creature,Antelope,m10,2009,common
"Zur, Eternal Schemer",3.0,"B,U,W","Legendary,Creature","Human,Wizard",dmu,2022,mythic
Flaying Tendrils,3.0,B,Sorcery,,f16,2016,rare
Screeching Harpy,4.0,B,Creature,"Harpy,Beast",tmp,1997,uncommon
Phyrexian Reclamation,1.0,B,Enchantment,,ulg,1999,uncommon
Cliffside Lookout,1.0,W,Creature,"Kor,Scout,Ally",bfz,2015,common
Childhood Horror,4.0,B,Creature,Horror,ody,2001,uncommon
Sailor of Means,3.0,U,Creature,"Human,Pirate",xln,2017,common
Experimental Augury,2.0,U,Instant,,one,2023,common
Audacious Knuckleblade,3.0,"G,R,U",Creature,"Ogre,Warrior,Wizard",ytdm,2025,rare
Pentarch Ward,3.0,W,Enchantment,Aura,tsp,2006,common
Daily Regimen,1.0,W,Enchantment,Aura,mor,2008,uncommon
Mentor of the Meek,3.0,W,Creature,"Human,Soldier",isd,2011,rare
Dakra Mystic,1.0,U,Creature,"Merfolk,Wizard",jou,2014,uncommon
Triskaidekaphile,2.0,U,Creature,"Human,Wizard",mid,2021,rare
Grizzly Bears,2.0,G,Creature,Bear,lea,1993,common
Noxious Field,3.0,B,Enchantment,Aura,pcy,2000,uncommon
Scandalmonger,4.0,B,Creature,"Boar,Monger",mmq,1999,uncommon
Elemental,0.0,R,"Token,Creature",Elemental,tbfz,2015,common
Start // Finish,6.0,"B,W","Instant,//,Sorcery",,akh,2017,uncommon
Genju of the Spires,1.0,R,Enchantment,Aura,pal05,2005,rare
Curator's Ward,3.0,U,Enchantment,Aura,dom,2018,uncommon
"Ragavan, Nimble Pilferer",1.0,R,"Legendary,Creature","Monkey,Pirate",pmh2,2021,mythic
Assemble the Legion,5.0,"R,W",Enchantment,,gtc,2013,rare
Call of the Herd,3.0,G,Sorcery,,ody,2001,rare
Hero's Downfall,3.0,B,Instant,,ths,2013,rare
Brion Stoutarm,4.0,"R,W","Legendary,Creature","Giant,Warrior",lrw,2007,rare
Gang Up,1.0,B,Instant,,bbd,2018,uncommon
Aetherize,4.0,U,Instant,,gtc,2013,uncommon
Cathar's Call,3.0,W,Enchantment,Aura,mid,2021,uncommon
Vesuvan Duplimancy // Vesuvan Duplimancy,0.0,,"Card,//,Card",,admu,2022,common
Rain of Daggers,6.0,B,Sorcery,,p02,1998,rare
Fishliver Oil,2.0,U,Enchantment,Aura,arn,1993,common
Silverstorm Samurai,6.0,W,Creature,"Fox,Samurai",bok,2005,common
Dark Privilege,2.0,B,Enchantment,Aura,mgb,1996,rare
"Bennie Bracks, Zoologist",4.0,W,"Legendary,Creature","Elf,Druid",ncc,2022,mythic
Elven Cache,4.0,G,Sorcery,,vis,1997,common
The Ur-Dragon,9.0,"B,G,R,U,W","Legendary,Creature","Dragon,Avatar",pz2,2016,mythic
Vampire Hexmage,2.0,B,Creature,"Vampire,Shaman",zen,2009,uncommon
Fury Storm,4.0,R,Instant,,c18,2018,rare
Abyssal Horror,6.0,B,Creature,Horror,usg,1998,rare
Servo,0.0,,"Token,Artifact,Creature",Servo,tkld,2016,common
Cowardice,5.0,U,Enchantment,,mmq,1999,rare
Royal Falcon,2.0,W,Creature,Bird,s99,1999,common
Spoils of the Hunt,3.0,G,Instant,,afr,2021,common
Bloomvine Regent // Claim Territory,5.0,G,Creature,"Dragon,//,Sorcery,—,Omen",tdm,2025,rare
"Jiang Yanggu, Wildcrafter",3.0,G,"Legendary,Planeswalker",Yanggu,war,2019,uncommon
Compass Gnome,2.0,,"Artifact,Creature",Gnome,lci,2023,common
Umbral Mantle,3.0,,Artifact,Equipment,shm,2008,uncommon
Necromancer's Covenant,6.0,"B,W",Enchantment,,arb,2009,rare
"Vector, Imperial Capital",0.0,"B,R",Land,Town,fin,2025,common
Stitcher's Supplier,1.0,B,Creature,Zombie,m19,2018,uncommon
Eldrazi Scion,0.0,,"Token,Creature","Eldrazi,Scion",tbfz,2015,common
The Reaver Cleaver,3.0,R,"Legendary,Artifact",Equipment,dmc,2022,rare
Giant Badger,3.0,G,Creature,Badger,phpr,1995,rare
Wanderguard Sentry,5.0,U,Creature,Drone,mrd,2003,common
Research Thief,5.0,U,"Artifact,Creature","Moonfolk,Wizard",nec,2022,rare
The Tenth Doctor,5.0,"R,U","Legendary,Creature","Time,Lord,Doctor",who,2023,mythic
King Darien XLVIII,3.0,"G,W","Legendary,Creature","Human,Soldier",dmu,2022,rare
Talisman of Unity,2.0,"G,W",Artifact,,mrd,2003,uncommon
Selesnya Guildmage,2.0,"G,W",Creature,"Elf,Wizard",psal,2005,uncommon
Reclusive Taxidermist,2.0,G,Creature,"Human,Druid",vow,2021,uncommon
Syphon Flesh,5.0,B,Sorcery,,cmd,2011,uncommon
Ember Weaver,3.0,G,Creature,Spider,con,2009,common
Thrull Parasite,1.0,B,Creature,Thrull,gtc,2013,uncommon
Aberrant Researcher // Perfected Form,4.0,U,Creature,"Human,Insect,//,Creature,—,Insect,Horror",soi,2016,uncommon
Orcish Bowmasters,2.0,B,Creature,"Orc,Archer",pltr,2023,rare
Abyssal Harvester,3.0,B,Creature,"Demon,Warlock",fdn,2024,rare
Magister Sphinx,7.0,"B,U,W","Artifact,Creature",Sphinx,con,2009,rare
Void Winnower,9.0,,Creature,Eldrazi,bfz,2015,mythic
Orzhov Guildmage,2.0,"B,W",Creature,"Human,Wizard",gpt,2006,uncommon
Sakashima the Impostor Avatar,0.0,,Vanguard,,pmoa,2003,rare
Metalworker,3.0,,"Artifact,Creature",Construct,uds,1999,rare
Calibrated Blast,3.0,R,Instant,,pmh2,2021,rare
Mana Prism,3.0,,Artifact,,mir,1996,uncommon
"Donal, Herald of Wings",4.0,U,"Legendary,Creature","Human,Wizard",voc,2021,mythic
Primal Vigor,5.0,G,Enchantment,,c13,2013,rare
Rackling,4.0,,"Artifact,Creature","Phyrexian,Construct",nem,2000,uncommon
Resolute Reinforcements // Resolute Reinforcements,0.0,,"Card,//,Card",,admu,2022,common
Fendeep Summoner,5.0,B,Creature,"Treefolk,Shaman",mor,2008,rare
Jace Reawakened,2.0,U,"Legendary,Planeswalker",Jace,potj,2024,mythic
Goblin Blastronauts,5.0,R,Creature,"Goblin,Employee",unf,2022,uncommon
Polluted Mire,0.0,B,Land,,usg,1998,common
Shambling Suit,3.0,,"Artifact,Creature",Construct,eld,2019,uncommon
Cat,0.0,W,"Token,Creature",Cat,tsom,2010,common
Planewide Celebration,7.0,G,Sorcery,,war,2019,rare
Oath of Ghouls,2.0,B,Enchantment,,exo,1998,rare
Scale Up,1.0,G,Sorcery,,mh1,2019,uncommon
Repulse,3.0,U,Instant,,inv,2000,common
Sleight of Hand,1.0,U,Sorcery,,p02,1998,common
Magmaquake,2.0,R,Instant,,pm13,2012,rare
Gemhide Sliver,2.0,G,Creature,Sliver,tsp,2006,common
Talion's Throneguard,4.0,U,Creature,"Faerie,Wizard",ywoe,2023,rare
Robe of Mirrors,1.0,U,Enchantment,Aura,exo,1998,common
Specter's Shroud,2.0,,Artifact,Equipment,dst,2004,uncommon
Return of the Wildspeaker,5.0,G,Instant,,peld,2019,rare
Dawnhart Rejuvenator,4.0,G,Creature,"Human,Warlock",mid,2021,common
Goblin Trailblazer,2.0,R,Creature,"Goblin,Pirate",rix,2018,common
Chain Lightning,1.0,R,Sorcery,,leg,1994,common
Stoneforge Mystic,2.0,W,Creature,"Kor,Artificer",wwk,2010,rare
Aviary Mechanic,2.0,W,Creature,"Dwarf,Artificer",kld,2016,common
Mirrodin Avenged // Mirrodin Avenged,0.0,,"Card,//,Card",,amom,2023,common
Armory Automaton,3.0,,"Artifact,Creature",Construct,c16,2016,rare
Greed,4.0,B,Enchantment,,leg,1994,rare
Starfield Mystic,2.0,W,Creature,"Human,Cleric",m20,2019,rare
Will of the Sultai,5.0,G,Sorcery,,tdc,2025,rare
Whip-Spine Drake,5.0,"U,W",Creature,Drake,fut,2007,common
Wave Elemental,4.0,U,Creature,Elemental,mir,1996,uncommon
Rangers of Ithilien,4.0,U,Creature,"Human,Ranger",ltr,2023,rare
Magic Word,3.0,U,Enchantment,Aura,ust,2017,common
Hoofprints of the Stag,2.0,W,"Kindred,Enchantment",Elemental,lrw,2007,rare
Let the Galaxy Burn,6.0,R,Sorcery,,40k,2022,rare
Merfolk Windrobber,1.0,U,Creature,"Merfolk,Rogue",znr,2020,uncommon
Moonglove Extract,3.0,,Artifact,,lrw,2007,common
Soul's Fire,3.0,R,Instant,,ala,2008,common
Doomskar,5.0,W,Sorcery,,pkhm,2021,rare
Deathforge Shaman,5.0,R,Creature,"Ogre,Shaman",wwk,2010,uncommon
Quicksilver Dragon,6.0,U,Creature,Dragon,ons,2002,rare
Sorin the Mirthless,4.0,B,"Legendary,Planeswalker",Sorin,vow,2021,mythic
Mogg Assassin,3.0,R,Creature,"Goblin,Assassin",exo,1998,uncommon
Emrakul's Influence,4.0,G,Enchantment,,emn,2016,uncommon
Soulcoil Viper,3.0,B,Creature,Snake,lci,2023,uncommon
Speedy,0.0,,Card,,fj22,2022,mythic
Falkenrath Pit Fighter,1.0,R,Creature,"Vampire,Warrior",pmid,2021,rare
Glamdring,2.0,,"Legendary,Artifact",Equipment,ltr,2023,mythic
Fated Intervention,5.0,G,Instant,,bng,2014,rare
Guttural Response,1.0,"G,R",Instant,,shm,2008,uncommon
Shivan Phoenix,6.0,R,Creature,Phoenix,ulg,1999,rare
Tranquil Garden,0.0,"G,W",Land,,chk,2004,uncommon
Castigate,2.0,"B,W",Sorcery,,pal06,2006,rare
Intrepid Paleontologist,2.0,G,Creature,"Human,Druid",lci,2023,rare
Death's Oasis,3.0,"B,G,W",Enchantment,,iko,2020,rare
"Ashiok, Nightmare Muse",5.0,"B,U","Legendary,Planeswalker",Ashiok,thb,2020,mythic
Mechtitan Core,2.0,,Artifact,Vehicle,pneo,2022,rare
"Zeriam, Golden Wind",4.0,W,"Legendary,Creature",Griffin,dmc,2022,rare
Mastery of the Unseen,2.0,W,Enchantment,,ugin,2015,rare
Wand of the Elements,4.0,,Artifact,,dst,2004,rare
Priest of Fell Rites,2.0,"B,W",Creature,"Human,Warlock",pmh2,2021,rare
Joraga Treespeaker,1.0,G,Creature,"Elf,Druid",roe,2010,uncommon
Dragon,0.0,"B,R","Token,Creature",Dragon,tltc,2023,common
Trigon of Rage,2.0,R,Artifact,,som,2010,uncommon
Quicksand,0.0,,Land,,vis,1997,uncommon
Blade of Selves,2.0,,Artifact,Equipment,c15,2015,rare
Whirling Dervish,2.0,G,Creature,"Human,Monk",leg,1994,uncommon
Fleetfeather Cockatrice,5.0,"G,U",Creature,Cockatrice,jou,2014,uncommon
